date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:20:50	83990/83990	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Dec%202022%2022:20:52%20GMT	https://whitepaper.sheepland.io/overview/what-is-cash	C:/Users/User/Downloads/https___whitepaper.sheepland.io_/whitepaper.sheepland.io/overview/what-is-cash.html	(from https://whitepaper.sheepland.io/)
23:20:51	92747/92747	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Dec%202022%2022:20:52%20GMT	https://whitepaper.sheepland.io/overview/upgrade-your-truck	C:/Users/User/Downloads/https___whitepaper.sheepland.io_/whitepaper.sheepland.io/overview/upgrade-your-truck.html	(from https://whitepaper.sheepland.io/)
23:20:52	90925/90925	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Dec%202022%2022:20:54%20GMT	https://whitepaper.sheepland.io/overview/affiliate-program	C:/Users/User/Downloads/https___whitepaper.sheepland.io_/whitepaper.sheepland.io/overview/affiliate-program.html	(from https://whitepaper.sheepland.io/)
23:20:53	90745/90745	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Dec%202022%2022:20:54%20GMT	https://whitepaper.sheepland.io/overview/sell-farm	C:/Users/User/Downloads/https___whitepaper.sheepland.io_/whitepaper.sheepland.io/overview/sell-farm.html	(from https://whitepaper.sheepland.io/)
23:20:54	346347/346347	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Dec%202022%2022:20:55%20GMT	https://whitepaper.sheepland.io/overview/profitability-table-of-lands	C:/Users/User/Downloads/https___whitepaper.sheepland.io_/whitepaper.sheepland.io/overview/profitability-table-of-lands.html	(from https://whitepaper.sheepland.io/)
23:20:55	93210/93210	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Dec%202022%2022:20:56%20GMT	https://whitepaper.sheepland.io/overview/community	C:/Users/User/Downloads/https___whitepaper.sheepland.io_/whitepaper.sheepland.io/overview/community.html	(from https://whitepaper.sheepland.io/)
23:20:55	111686/111686	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Dec%202022%2022:20:57%20GMT	https://whitepaper.sheepland.io/overview/contract	C:/Users/User/Downloads/https___whitepaper.sheepland.io_/whitepaper.sheepland.io/overview/contract.html	(from https://whitepaper.sheepland.io/)
23:20:56	108031/108031	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Dec%202022%2022:20:58%20GMT	https://whitepaper.sheepland.io/overview/audit	C:/Users/User/Downloads/https___whitepaper.sheepland.io_/whitepaper.sheepland.io/overview/audit.html	(from https://whitepaper.sheepland.io/)
23:20:57	111681/111681	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Dec%202022%2022:20:58%20GMT	https://whitepaper.sheepland.io/overview/game-and-community-updates	C:/Users/User/Downloads/https___whitepaper.sheepland.io_/whitepaper.sheepland.io/overview/game-and-community-updates.html	(from https://whitepaper.sheepland.io/)
23:21:02	1630166/1630166	---M--	200	added ('OK')	image/png	etag:%22f5216c2bab41ef1b52e97f3614885c6b%22	https://app.gitbook.com/public/emojis/joypixels-sprite-64-people.png?v=6.0.0	C:/Users/User/Downloads/https___whitepaper.sheepland.io_/app.gitbook.com/public/emojis/joypixels-sprite-64-peopleef32.png	(from https://app.gitbook.com/public/emojis/emoji-assets-sprite.css?v=6.0.0)
23:21:04	3907504/3907504	---M--	200	added ('OK')	image/png	etag:%2299c67a41acfbd83fb527c30b9a5dde93%22	https://app.gitbook.com/public/emojis/joypixels-sprite-64-people@2x.png?v=6.0.0	C:/Users/User/Downloads/https___whitepaper.sheepland.io_/app.gitbook.com/public/emojis/joypixels-sprite-64-people@2xef32.png	(from https://app.gitbook.com/public/emojis/emoji-assets-sprite.css?v=6.0.0)
23:21:05	533351/533351	---M--	200	added ('OK')	image/png	etag:%221be85278d9cd9bc2908aa683af35c50f%22	https://app.gitbook.com/public/emojis/joypixels-sprite-64-food.png?v=6.0.0	C:/Users/User/Downloads/https___whitepaper.sheepland.io_/app.gitbook.com/public/emojis/joypixels-sprite-64-foodef32.png	(from https://app.gitbook.com/public/emojis/emoji-assets-sprite.css?v=6.0.0)
23:21:09	828923/828923	---M--	200	added ('OK')	image/png	etag:%226861c36a2ae7ec8325f2b054bd9717d1%22	https://app.gitbook.com/public/emojis/joypixels-sprite-64-nature.png?v=6.0.0	C:/Users/User/Downloads/https___whitepaper.sheepland.io_/app.gitbook.com/public/emojis/joypixels-sprite-64-natureef32.png	(from https://app.gitbook.com/public/emojis/emoji-assets-sprite.css?v=6.0.0)
23:21:09	451836/451836	---M--	200	added ('OK')	image/png	etag:%221fd3df211ff7d83ae8ccca3960850297%22	https://app.gitbook.com/public/emojis/joypixels-sprite-64-activity.png?v=6.0.0	C:/Users/User/Downloads/https___whitepaper.sheepland.io_/app.gitbook.com/public/emojis/joypixels-sprite-64-activityef32.png	(from https://app.gitbook.com/public/emojis/emoji-assets-sprite.css?v=6.0.0)
23:21:09	1430365/1430365	---M--	200	added ('OK')	image/png	etag:%22ec5f2f87ba70c196062a43f8b221f31a%22	https://app.gitbook.com/public/emojis/joypixels-sprite-64-food@2x.png?v=6.0.0	C:/Users/User/Downloads/https___whitepaper.sheepland.io_/app.gitbook.com/public/emojis/joypixels-sprite-64-food@2xef32.png	(from https://app.gitbook.com/public/emojis/emoji-assets-sprite.css?v=6.0.0)
23:21:10	426820/426820	---M--	200	added ('OK')	image/png	etag:%22997f8b5be5ffd886e1b06b2d1c46441a%22	https://app.gitbook.com/public/emojis/joypixels-sprite-64-travel.png?v=6.0.0	C:/Users/User/Downloads/https___whitepaper.sheepland.io_/app.gitbook.com/public/emojis/joypixels-sprite-64-travelef32.png	(from https://app.gitbook.com/public/emojis/emoji-assets-sprite.css?v=6.0.0)
23:21:11	2115275/2115275	---M--	200	added ('OK')	image/png	etag:%226f22513e33672020f057e4628a23d14a%22	https://app.gitbook.com/public/emojis/joypixels-sprite-64-nature@2x.png?v=6.0.0	C:/Users/User/Downloads/https___whitepaper.sheepland.io_/app.gitbook.com/public/emojis/joypixels-sprite-64-nature@2xef32.png	(from https://app.gitbook.com/public/emojis/emoji-assets-sprite.css?v=6.0.0)
23:21:11	1013077/1013077	---M--	200	added ('OK')	image/png	etag:%2265916d545d0d79ba105b1b1451b98af4%22	https://app.gitbook.com/public/emojis/joypixels-sprite-64-travel@2x.png?v=6.0.0	C:/Users/User/Downloads/https___whitepaper.sheepland.io_/app.gitbook.com/public/emojis/joypixels-sprite-64-travel@2xef32.png	(from https://app.gitbook.com/public/emojis/emoji-assets-sprite.css?v=6.0.0)
23:21:12	703181/703181	---M--	200	added ('OK')	image/png	etag:%2288002f27b470d2edac44122ea62e3304%22	https://app.gitbook.com/public/emojis/joypixels-sprite-64-objects.png?v=6.0.0	C:/Users/User/Downloads/https___whitepaper.sheepland.io_/app.gitbook.com/public/emojis/joypixels-sprite-64-objectsef32.png	(from https://app.gitbook.com/public/emojis/emoji-assets-sprite.css?v=6.0.0)
23:21:13	1801436/1801436	---M--	200	added ('OK')	image/png	etag:%223758b254ed231b5bc353f6964877fd45%22	https://app.gitbook.com/public/emojis/joypixels-sprite-64-objects@2x.png?v=6.0.0	C:/Users/User/Downloads/https___whitepaper.sheepland.io_/app.gitbook.com/public/emojis/joypixels-sprite-64-objects@2xef32.png	(from https://app.gitbook.com/public/emojis/emoji-assets-sprite.css?v=6.0.0)
23:21:14	615998/615998	---M--	200	added ('OK')	image/png	etag:%22dac7cb3a935d92b7734f91e456b838b9%22	https://app.gitbook.com/public/emojis/joypixels-sprite-64-symbols.png?v=6.0.0	C:/Users/User/Downloads/https___whitepaper.sheepland.io_/app.gitbook.com/public/emojis/joypixels-sprite-64-symbolsef32.png	(from https://app.gitbook.com/public/emojis/emoji-assets-sprite.css?v=6.0.0)
23:21:14	1421281/1421281	---M--	200	added ('OK')	image/png	etag:%22825ffca6f2cfbb3edc3c6e543a9fa9fb%22	https://app.gitbook.com/public/emojis/joypixels-sprite-64-symbols@2x.png?v=6.0.0	C:/Users/User/Downloads/https___whitepaper.sheepland.io_/app.gitbook.com/public/emojis/joypixels-sprite-64-symbols@2xef32.png	(from https://app.gitbook.com/public/emojis/emoji-assets-sprite.css?v=6.0.0)
23:21:15	663945/663945	---M--	200	added ('OK')	image/png	etag:%2275277ac9536690bd371f011895cc5ab7%22	https://app.gitbook.com/public/emojis/joypixels-sprite-64-flags.png?v=6.0.0	C:/Users/User/Downloads/https___whitepaper.sheepland.io_/app.gitbook.com/public/emojis/joypixels-sprite-64-flagsef32.png	(from https://app.gitbook.com/public/emojis/emoji-assets-sprite.css?v=6.0.0)
23:21:16	1132388/1132388	---M--	200	added ('OK')	image/png	etag:%22659acad9975eda31f71a404f97fe363c%22	https://app.gitbook.com/public/emojis/joypixels-sprite-64-activity@2x.png?v=6.0.0	C:/Users/User/Downloads/https___whitepaper.sheepland.io_/app.gitbook.com/public/emojis/joypixels-sprite-64-activity@2xef32.png	(from https://app.gitbook.com/public/emojis/emoji-assets-sprite.css?v=6.0.0)
23:21:16	44220/44220	---M--	200	added ('OK')	image/png	etag:%22304c061afcde3c9110731315cc96f845%22	https://app.gitbook.com/public/emojis/joypixels-sprite-64-regional.png?v=6.0.0	C:/Users/User/Downloads/https___whitepaper.sheepland.io_/app.gitbook.com/public/emojis/joypixels-sprite-64-regionalef32.png	(from https://app.gitbook.com/public/emojis/emoji-assets-sprite.css?v=6.0.0)
23:21:17	1414715/1414715	---M--	200	added ('OK')	image/png	etag:%22b24818ff7390d63afab2699616e37e50%22	https://app.gitbook.com/public/emojis/joypixels-sprite-64-flags@2x.png?v=6.0.0	C:/Users/User/Downloads/https___whitepaper.sheepland.io_/app.gitbook.com/public/emojis/joypixels-sprite-64-flags@2xef32.png	(from https://app.gitbook.com/public/emojis/emoji-assets-sprite.css?v=6.0.0)
23:21:17	94529/94529	---M--	200	added ('OK')	image/png	etag:%22877a301c8b2e0c3b294056d563c71c7f%22	https://app.gitbook.com/public/emojis/joypixels-sprite-64-regional@2x.png?v=6.0.0	C:/Users/User/Downloads/https___whitepaper.sheepland.io_/app.gitbook.com/public/emojis/joypixels-sprite-64-regional@2xef32.png	(from https://app.gitbook.com/public/emojis/emoji-assets-sprite.css?v=6.0.0)
23:21:23	215173/215173	---MCZ	200	added ('OK')	application/javascript	etag:W/%223faaaf7eb353579fea94576b5e5a1efd%22	https://app.gitbook.com/public/app/public-VGTYJ4JS.min.js?v=10.9.205-92e82f14f6c099e1f7022c015de01d363ecdd23b-3583697982	C:/Users/User/Downloads/https___whitepaper.sheepland.io_/app.gitbook.com/public/app/public-VGTYJ4JS.mince0d.js	(from https://whitepaper.sheepland.io/overview/what-is-sheep-coin)
23:21:23	5449250/5449250	---M--	200	added ('OK')	image/png	etag:%22d499baafdd32b9352f66b9b02b80165e%22	https://app.gitbook.com/public/emojis/joypixels-sprite-64-diversity.png?v=6.0.0	C:/Users/User/Downloads/https___whitepaper.sheepland.io_/app.gitbook.com/public/emojis/joypixels-sprite-64-diversityef32.png	(from https://app.gitbook.com/public/emojis/emoji-assets-sprite.css?v=6.0.0)
23:21:26	106864/106864	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Dec%202022%2022:21:27%20GMT	https://whitepaper.sheepland.io/overview/game-and-community-updates/10-27-2022-update-log	C:/Users/User/Downloads/https___whitepaper.sheepland.io_/whitepaper.sheepland.io/overview/game-and-community-updates/10-27-2022-update-log.html	(from https://whitepaper.sheepland.io/overview/game-and-community-updates)
23:21:29	179762/179762	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Dec%202022%2022:21:30%20GMT	https://whitepaper.sheepland.io/overview/game-and-community-updates/10-29-2022-update-log	C:/Users/User/Downloads/https___whitepaper.sheepland.io_/whitepaper.sheepland.io/overview/game-and-community-updates/10-29-2022-update-log.html	(from https://whitepaper.sheepland.io/overview/game-and-community-updates)
23:21:30	99774/99774	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Dec%202022%2022:21:32%20GMT	https://whitepaper.sheepland.io/overview/game-and-community-updates/10-30-2022-update-log	C:/Users/User/Downloads/https___whitepaper.sheepland.io_/whitepaper.sheepland.io/overview/game-and-community-updates/10-30-2022-update-log.html	(from https://whitepaper.sheepland.io/overview/game-and-community-updates)
23:21:31	97600/97600	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Dec%202022%2022:21:32%20GMT	https://whitepaper.sheepland.io/overview/game-and-community-updates/11-01-2022-update-log	C:/Users/User/Downloads/https___whitepaper.sheepland.io_/whitepaper.sheepland.io/overview/game-and-community-updates/11-01-2022-update-log.html	(from https://whitepaper.sheepland.io/overview/game-and-community-updates)
23:21:33	114351/114351	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Dec%202022%2022:21:34%20GMT	https://whitepaper.sheepland.io/overview/game-and-community-updates/11-04-2022-update-log	C:/Users/User/Downloads/https___whitepaper.sheepland.io_/whitepaper.sheepland.io/overview/game-and-community-updates/11-04-2022-update-log.html	(from https://whitepaper.sheepland.io/overview/game-and-community-updates)
23:21:54	12909191/12909191	---M--	200	added ('OK')	image/png	etag:%2263e819fac3eafb12850232efde8e707b%22	https://app.gitbook.com/public/emojis/joypixels-sprite-64-diversity@2x.png?v=6.0.0	C:/Users/User/Downloads/https___whitepaper.sheepland.io_/app.gitbook.com/public/emojis/joypixels-sprite-64-diversity@2xef32.png	(from https://app.gitbook.com/public/emojis/emoji-assets-sprite.css?v=6.0.0)
